,trialid,sentnum,ianum,ia,lang,uniform_id,skip,firstfix.dur,firstrun.dur,dur,firstrun.nfix,nfix,refix,reread
66,1.0,2.0,29.0,poiché,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,1.0,2.0,30.0,vede,it,it_1,0.0,163.0,323.0,323.0,2.0,2.0,1.0,0.0
68,1.0,2.0,31.0,nel,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,1.0,2.0,32.0,passato,it,it_1,0.0,226.0,226.0,226.0,1.0,1.0,0.0,0.0
70,1.0,2.0,33.0,e,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,1.0,2.0,34.0,nel,it,it_1,0.0,146.0,146.0,146.0,1.0,1.0,0.0,0.0
72,1.0,2.0,35.0,futuro.,it,it_1,0.0,219.0,219.0,219.0,1.0,1.0,0.0,0.0
73,1.0,3.0,36.0,Giano,it,it_1,0.0,217.0,217.0,217.0,1.0,1.0,0.0,0.0
74,1.0,3.0,37.0,presiede,it,it_1,0.0,206.0,440.0,440.0,2.0,2.0,1.0,0.0
75,1.0,3.0,38.0,sull’inizio,it,it_1,0.0,265.0,930.0,930.0,4.0,4.0,1.0,0.0
76,1.0,3.0,39.0,e,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,1.0,3.0,40.0,sulla,it,it_1,0.0,185.0,185.0,185.0,1.0,1.0,0.0,0.0
78,1.0,3.0,41.0,fine,it,it_1,0.0,239.0,239.0,239.0,1.0,1.0,0.0,0.0
79,1.0,3.0,42.0,dei,it,it_1,0.0,177.0,177.0,591.0,1.0,3.0,0.0,1.0
80,1.0,3.0,43.0,"conflitti,",it,it_1,0.0,98.0,98.0,779.0,1.0,4.0,0.0,1.0
81,1.0,3.0,44.0,e,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,1.0,3.0,45.0,quindi,it,it_1,0.0,160.0,403.0,403.0,2.0,2.0,0.0,0.0
83,1.0,3.0,46.0,su,it,it_1,0.0,142.0,142.0,142.0,1.0,1.0,0.0,0.0
84,1.0,3.0,47.0,guerra,it,it_1,0.0,171.0,329.0,329.0,2.0,2.0,1.0,0.0
85,1.0,3.0,48.0,e,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,1.0,3.0,49.0,pace.,it,it_1,0.0,168.0,468.0,468.0,2.0,2.0,1.0,0.0
87,1.0,4.0,50.0,Le,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,1.0,4.0,51.0,porte,it,it_1,0.0,207.0,886.0,886.0,3.0,3.0,1.0,0.0
89,1.0,4.0,52.0,del,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,1.0,4.0,53.0,suo,it,it_1,0.0,186.0,186.0,186.0,1.0,1.0,0.0,0.0
91,1.0,4.0,54.0,tempio,it,it_1,0.0,217.0,217.0,217.0,1.0,1.0,0.0,0.0
92,1.0,4.0,55.0,erano,it,it_1,0.0,95.0,95.0,95.0,1.0,1.0,0.0,0.0
93,1.0,4.0,56.0,aperte,it,it_1,0.0,211.0,211.0,387.0,1.0,2.0,0.0,1.0
94,1.0,4.0,57.0,in,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,1.0,4.0,58.0,tempo,it,it_1,0.0,699.0,699.0,699.0,1.0,1.0,0.0,0.0
96,1.0,4.0,59.0,di,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,1.0,4.0,60.0,guerra,it,it_1,0.0,191.0,473.0,473.0,2.0,2.0,1.0,0.0
98,1.0,4.0,61.0,e,it,it_1,0.0,360.0,360.0,360.0,1.0,1.0,0.0,0.0
99,1.0,4.0,62.0,chiuse,it,it_1,0.0,161.0,161.0,161.0,1.0,1.0,0.0,0.0
100,1.0,4.0,63.0,in,it,it_1,0.0,136.0,136.0,136.0,1.0,1.0,0.0,0.0
101,1.0,4.0,64.0,tempo,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,1.0,4.0,65.0,di,it,it_1,0.0,220.0,220.0,220.0,1.0,1.0,0.0,0.0
103,1.0,4.0,66.0,pace.,it,it_1,0.0,161.0,161.0,418.0,1.0,2.0,0.0,1.0
104,1.0,5.0,67.0,Come,it,it_1,0.0,65.0,65.0,65.0,1.0,1.0,0.0,0.0
105,1.0,5.0,68.0,dio,it,it_1,0.0,185.0,185.0,185.0,1.0,1.0,0.0,0.0
106,1.0,5.0,69.0,dei,it,it_1,0.0,155.0,155.0,155.0,1.0,1.0,0.0,0.0
107,1.0,5.0,70.0,"cancelli,",it,it_1,0.0,209.0,416.0,416.0,2.0,2.0,1.0,0.0
108,1.0,5.0,71.0,era,it,it_1,0.0,208.0,208.0,208.0,1.0,1.0,0.0,0.0
109,1.0,5.0,72.0,anche,it,it_1,0.0,195.0,195.0,195.0,1.0,1.0,0.0,0.0
110,1.0,5.0,73.0,associato,it,it_1,0.0,302.0,302.0,302.0,1.0,1.0,0.0,0.0
111,1.0,5.0,74.0,all’entrare,it,it_1,0.0,410.0,575.0,575.0,2.0,2.0,1.0,0.0
112,1.0,5.0,75.0,ed,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,1.0,5.0,76.0,uscire,it,it_1,0.0,250.0,429.0,429.0,2.0,2.0,1.0,0.0
114,1.0,5.0,77.0,attraverso,it,it_1,0.0,282.0,282.0,282.0,1.0,1.0,0.0,0.0
115,1.0,5.0,78.0,le,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,1.0,5.0,79.0,porte,it,it_1,0.0,216.0,390.0,390.0,2.0,2.0,1.0,0.0
117,1.0,5.0,80.0,di,it,it_1,0.0,99.0,99.0,99.0,1.0,1.0,0.0,0.0
118,1.0,5.0,81.0,casa.,it,it_1,0.0,364.0,364.0,483.0,1.0,2.0,0.0,1.0
119,1.0,6.0,82.0,Giano,it,it_1,0.0,146.0,284.0,621.0,2.0,4.0,1.0,1.0
120,1.0,6.0,83.0,simboleggiava,it,it_1,0.0,185.0,1139.0,1511.0,4.0,6.0,1.0,1.0
121,1.0,6.0,84.0,di,it,it_1,0.0,75.0,75.0,75.0,1.0,1.0,0.0,0.0
122,1.0,6.0,85.0,frequente,it,it_1,0.0,204.0,204.0,406.0,1.0,2.0,0.0,1.0
123,1.0,6.0,86.0,il,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,1.0,6.0,87.0,cambiamento,it,it_1,0.0,158.0,158.0,983.0,1.0,3.0,0.0,1.0
125,1.0,6.0,88.0,e,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,1.0,6.0,89.0,le,it,it_1,0.0,160.0,160.0,160.0,1.0,1.0,0.0,0.0
127,1.0,6.0,90.0,"transizioni,",it,it_1,0.0,151.0,291.0,1288.0,2.0,7.0,1.0,1.0
128,1.0,6.0,91.0,come,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,1.0,6.0,92.0,il,it,it_1,0.0,219.0,219.0,417.0,1.0,2.0,0.0,1.0
130,1.0,6.0,93.0,progredire,it,it_1,0.0,206.0,206.0,446.0,1.0,2.0,0.0,1.0
131,1.0,6.0,94.0,da,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,1.0,6.0,95.0,una,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,1.0,6.0,96.0,condizione,it,it_1,0.0,228.0,439.0,869.0,2.0,4.0,1.0,1.0
134,1.0,6.0,97.0,all’,it,it_1,0.0,68.0,68.0,68.0,1.0,1.0,0.0,0.0
135,1.0,6.0,98.0,"altra,",it,it_1,0.0,121.0,292.0,292.0,2.0,2.0,1.0,0.0
136,1.0,6.0,99.0,da,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,1.0,6.0,100.0,una,it,it_1,0.0,94.0,94.0,275.0,1.0,2.0,0.0,1.0
138,1.0,6.0,101.0,visione,it,it_1,0.0,217.0,217.0,217.0,1.0,1.0,0.0,0.0
139,1.0,6.0,102.0,"all’altra,",it,it_1,0.0,136.0,459.0,459.0,2.0,2.0,1.0,0.0
140,1.0,6.0,103.0,e,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,1.0,6.0,104.0,la,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,1.0,6.0,105.0,crescita,it,it_1,0.0,184.0,430.0,640.0,2.0,3.0,1.0,1.0
143,1.0,6.0,106.0,dalla,it,it_1,0.0,193.0,193.0,193.0,1.0,1.0,0.0,0.0
144,1.0,6.0,107.0,giovinezza,it,it_1,0.0,183.0,362.0,723.0,2.0,4.0,1.0,1.0
145,1.0,6.0,108.0,fino,it,it_1,0.0,197.0,197.0,197.0,1.0,1.0,0.0,0.0
146,1.0,6.0,109.0,all’età,it,it_1,0.0,334.0,334.0,334.0,1.0,1.0,0.0,0.0
147,1.0,6.0,110.0,adulta.,it,it_1,0.0,155.0,538.0,763.0,2.0,3.0,1.0,1.0
148,1.0,7.0,111.0,Dunque,it,it_1,0.0,224.0,224.0,573.0,1.0,3.0,0.0,1.0
149,1.0,7.0,112.0,Giano,it,it_1,0.0,448.0,448.0,968.0,1.0,3.0,0.0,1.0
150,1.0,7.0,113.0,era,it,it_1,0.0,179.0,179.0,179.0,1.0,1.0,0.0,0.0
151,1.0,7.0,114.0,celebrato,it,it_1,0.0,221.0,344.0,344.0,2.0,2.0,1.0,0.0
152,1.0,7.0,115.0,all’inizio,it,it_1,0.0,171.0,171.0,171.0,1.0,1.0,0.0,0.0
153,1.0,7.0,116.0,del,it,it_1,0.0,165.0,165.0,165.0,1.0,1.0,0.0,0.0
154,1.0,7.0,117.0,raccolto,it,it_1,0.0,120.0,120.0,633.0,1.0,2.0,0.0,1.0
155,1.0,7.0,118.0,e,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,1.0,7.0,119.0,al,it,it_1,0.0,153.0,153.0,153.0,1.0,1.0,0.0,0.0
157,1.0,7.0,120.0,tempo,it,it_1,0.0,357.0,357.0,357.0,1.0,1.0,0.0,0.0
158,1.0,7.0,121.0,della,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,1.0,7.0,122.0,"semina,",it,it_1,0.0,186.0,635.0,635.0,2.0,2.0,1.0,0.0
160,1.0,7.0,123.0,così,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,1.0,7.0,124.0,come,it,it_1,0.0,223.0,223.0,223.0,1.0,1.0,0.0,0.0
162,1.0,7.0,125.0,in,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,1.0,7.0,126.0,occasione,it,it_1,0.0,217.0,379.0,379.0,2.0,2.0,1.0,0.0
164,1.0,7.0,127.0,di,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,1.0,7.0,128.0,"matrimoni,",it,it_1,0.0,253.0,436.0,436.0,2.0,2.0,1.0,0.0
166,1.0,7.0,129.0,"morti,",it,it_1,0.0,280.0,280.0,280.0,1.0,1.0,0.0,0.0
167,1.0,7.0,130.0,e,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1.0,7.0,131.0,altri,it,it_1,0.0,207.0,207.0,207.0,1.0,1.0,0.0,0.0
169,1.0,7.0,132.0,tipi,it,it_1,0.0,291.0,291.0,291.0,1.0,1.0,0.0,0.0
170,1.0,7.0,133.0,di,it,it_1,0.0,196.0,196.0,196.0,1.0,1.0,0.0,0.0
171,1.0,7.0,134.0,inizi.,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,1.0,8.0,135.0,Giano,it,it_1,0.0,295.0,295.0,295.0,1.0,1.0,0.0,0.0
173,1.0,8.0,136.0,non,it,it_1,0.0,162.0,162.0,162.0,1.0,1.0,0.0,0.0
174,1.0,8.0,137.0,aveva,it,it_1,0.0,72.0,72.0,380.0,1.0,3.0,0.0,1.0
175,1.0,8.0,138.0,sacerdoti,it,it_1,0.0,246.0,246.0,342.0,1.0,2.0,0.0,1.0
176,1.0,8.0,139.0,specificatamente,it,it_1,0.0,209.0,426.0,426.0,2.0,2.0,1.0,0.0
177,1.0,8.0,140.0,assegnati,it,it_1,0.0,220.0,220.0,220.0,1.0,1.0,0.0,0.0
178,1.0,8.0,141.0,a,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,1.0,8.0,142.0,"sé,",it,it_1,0.0,185.0,426.0,426.0,3.0,3.0,1.0,0.0
180,1.0,8.0,143.0,ma,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,1.0,8.0,144.0,l’alto,it,it_1,0.0,180.0,340.0,823.0,2.0,5.0,1.0,1.0
182,1.0,8.0,145.0,sacerdote,it,it_1,0.0,359.0,359.0,639.0,1.0,2.0,0.0,1.0
183,1.0,8.0,146.0,stesso,it,it_1,0.0,146.0,146.0,627.0,1.0,3.0,0.0,1.0
184,1.0,8.0,147.0,presiedeva,it,it_1,0.0,251.0,365.0,619.0,2.0,3.0,1.0,1.0
185,2.0,1.0,1.0,Il,it,it_1,0.0,165.0,165.0,165.0,1.0,1.0,0.0,0.0
186,2.0,1.0,2.0,saluto,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,2.0,1.0,3.0,dei,it,it_1,0.0,312.0,312.0,516.0,1.0,2.0,0.0,1.0
188,2.0,1.0,4.0,surfisti,it,it_1,0.0,169.0,508.0,508.0,3.0,3.0,1.0,0.0
189,2.0,1.0,5.0,viene,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,2.0,1.0,6.0,chiamato,it,it_1,0.0,135.0,373.0,373.0,2.0,2.0,1.0,0.0
191,2.0,1.0,7.0,“hang,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,2.0,1.0,8.0,loose”,it,it_1,0.0,162.0,764.0,764.0,4.0,4.0,1.0,0.0
193,2.0,1.0,9.0,oppure,it,it_1,0.0,79.0,79.0,79.0,1.0,1.0,0.0,0.0
194,2.0,1.0,10.0,“shaka,it,it_1,0.0,317.0,317.0,698.0,1.0,3.0,0.0,1.0
195,2.0,1.0,11.0,brah”.,it,it_1,0.0,425.0,425.0,1161.0,1.0,4.0,1.0,1.0
196,2.0,2.0,12.0,E’,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,2.0,2.0,13.0,un,it,it_1,0.0,161.0,161.0,161.0,1.0,1.0,0.0,0.0
198,2.0,2.0,14.0,saluto,it,it_1,0.0,170.0,170.0,170.0,1.0,1.0,0.0,0.0
199,2.0,2.0,15.0,che,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,2.0,2.0,16.0,si,it,it_1,0.0,156.0,156.0,156.0,1.0,1.0,0.0,0.0
201,2.0,2.0,17.0,fa,it,it_1,0.0,160.0,160.0,160.0,1.0,1.0,0.0,0.0
202,2.0,2.0,18.0,con,it,it_1,0.0,141.0,141.0,141.0,1.0,1.0,0.0,0.0
203,2.0,2.0,19.0,pugno,it,it_1,0.0,191.0,191.0,191.0,1.0,1.0,0.0,0.0
204,2.0,2.0,20.0,chiuso,it,it_1,0.0,427.0,427.0,568.0,1.0,2.0,0.0,1.0
205,2.0,2.0,21.0,e,it,it_1,0.0,155.0,155.0,155.0,1.0,1.0,0.0,0.0
206,2.0,2.0,22.0,pollice,it,it_1,0.0,258.0,258.0,519.0,1.0,2.0,0.0,1.0
207,2.0,2.0,23.0,e,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,2.0,2.0,24.0,mignolo,it,it_1,0.0,165.0,392.0,1259.0,2.0,6.0,1.0,1.0
209,2.0,2.0,25.0,"distesi,",it,it_1,0.0,99.0,99.0,1755.0,1.0,8.0,1.0,1.0
210,2.0,2.0,26.0,e,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,2.0,2.0,27.0,simboleggia,it,it_1,0.0,144.0,805.0,1403.0,4.0,7.0,1.0,1.0
212,2.0,2.0,28.0,uno,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,2.0,2.0,29.0,stato,it,it_1,0.0,175.0,355.0,577.0,2.0,3.0,1.0,1.0
214,2.0,2.0,30.0,di,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,2.0,2.0,31.0,pace,it,it_1,0.0,287.0,287.0,510.0,1.0,2.0,0.0,1.0
216,2.0,2.0,32.0,e,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,2.0,2.0,33.0,unità,it,it_1,0.0,173.0,348.0,348.0,2.0,2.0,1.0,0.0
218,2.0,2.0,34.0,tra,it,it_1,0.0,162.0,162.0,503.0,1.0,2.0,0.0,1.0
219,2.0,2.0,35.0,surfisti.,it,it_1,0.0,244.0,244.0,653.0,1.0,4.0,0.0,1.0
220,2.0,3.0,36.0,Secondo,it,it_1,0.0,185.0,339.0,479.0,2.0,3.0,1.0,1.0
221,2.0,3.0,37.0,la,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,2.0,3.0,38.0,leggenda,it,it_1,0.0,340.0,503.0,701.0,2.0,3.0,1.0,1.0
223,2.0,3.0,39.0,questa,it,it_1,0.0,163.0,163.0,163.0,1.0,1.0,0.0,0.0
224,2.0,3.0,40.0,forma,it,it_1,0.0,155.0,155.0,155.0,1.0,1.0,0.0,0.0
225,2.0,3.0,41.0,di,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,2.0,3.0,42.0,saluto,it,it_1,0.0,140.0,140.0,140.0,1.0,1.0,0.0,0.0
227,2.0,3.0,43.0,nasce,it,it_1,0.0,125.0,125.0,125.0,1.0,1.0,0.0,0.0
228,2.0,3.0,44.0,nelle,it,it_1,0.0,179.0,179.0,397.0,1.0,2.0,0.0,1.0
229,2.0,3.0,45.0,"Hawaii,",it,it_1,0.0,168.0,168.0,351.0,1.0,2.0,0.0,1.0
230,2.0,3.0,46.0,e,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,2.0,3.0,47.0,ad,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,2.0,3.0,48.0,esso,it,it_1,0.0,102.0,102.0,102.0,1.0,1.0,0.0,0.0
233,2.0,3.0,49.0,vengono,it,it_1,0.0,134.0,134.0,711.0,1.0,3.0,1.0,1.0
234,2.0,3.0,50.0,attribuiti,it,it_1,0.0,286.0,286.0,286.0,1.0,1.0,0.0,0.0
235,2.0,3.0,51.0,diversi,it,it_1,0.0,190.0,349.0,349.0,2.0,2.0,1.0,0.0
236,2.0,3.0,52.0,significati:,it,it_1,0.0,184.0,386.0,386.0,2.0,2.0,1.0,0.0
237,2.0,3.0,53.0,secondo,it,it_1,0.0,176.0,176.0,302.0,1.0,2.0,0.0,1.0
238,2.0,3.0,54.0,"molti,",it,it_1,0.0,195.0,195.0,195.0,1.0,1.0,0.0,0.0
239,2.0,3.0,55.0,è,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,2.0,3.0,56.0,considerato,it,it_1,0.0,200.0,355.0,355.0,2.0,2.0,1.0,0.0
241,2.0,3.0,57.0,un,it,it_1,0.0,85.0,85.0,85.0,1.0,1.0,0.0,0.0
242,2.0,3.0,58.0,gesto,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,2.0,3.0,59.0,utilizzato,it,it_1,0.0,193.0,534.0,534.0,2.0,2.0,1.0,0.0
244,2.0,3.0,60.0,per,it,it_1,0.0,81.0,81.0,309.0,1.0,2.0,0.0,1.0
245,2.0,3.0,61.0,trasmettere,it,it_1,0.0,187.0,471.0,471.0,2.0,2.0,1.0,0.0
246,2.0,3.0,62.0,tanto,it,it_1,0.0,273.0,273.0,479.0,1.0,2.0,0.0,1.0
247,2.0,3.0,63.0,un,it,it_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,2.0,3.0,64.0,segno,it,it_1,0.0,255.0,255.0,674.0,1.0,2.0,0.0,1.0
