,uniform_id,trialid,sentnum,ianum,ia,firstfix_dur,dur,firstrun_nfix,nfix,firstrun_dur
44,pp29,1.0,5.0,44.0,"themselves,",208.0,208.0,1.0,1.0,208.0
45,pp29,1.0,5.0,45.0,to,32.0,32.0,1.0,1.0,32.0
46,pp29,1.0,5.0,46.0,write,0.0,0.0,0.0,0.0,0.0
47,pp29,1.0,5.0,47.0,an,178.0,178.0,1.0,1.0,178.0
48,pp29,1.0,5.0,48.0,account,167.0,527.0,1.0,2.0,167.0
49,pp29,1.0,5.0,49.0,of,0.0,0.0,0.0,0.0,0.0
50,pp29,1.0,5.0,50.0,the,0.0,0.0,0.0,0.0,0.0
51,pp29,1.0,5.0,51.0,whole,418.0,418.0,1.0,1.0,418.0
52,pp29,1.0,5.0,52.0,story.,0.0,0.0,0.0,0.0,0.0
53,pp29,1.0,5.0,53.0,"This,",163.0,324.0,1.0,2.0,163.0
54,pp29,1.0,5.0,54.0,we,0.0,0.0,0.0,0.0,0.0
55,pp29,1.0,5.0,55.0,"trust,",231.0,365.0,1.0,2.0,231.0
56,pp29,1.0,5.0,56.0,will,0.0,0.0,0.0,0.0,0.0
57,pp29,1.0,5.0,57.0,effectually,203.0,916.0,1.0,4.0,203.0
58,pp29,1.0,5.0,58.0,silence,118.0,485.0,1.0,3.0,118.0
59,pp29,1.0,5.0,59.0,the,0.0,0.0,0.0,0.0,0.0
60,pp29,1.0,5.0,60.0,sensational,336.0,625.0,2.0,2.0,641.0
61,pp29,1.0,5.0,61.0,rumours,279.0,279.0,1.0,1.0,279.0
62,pp29,1.0,5.0,62.0,which,161.0,161.0,1.0,1.0,161.0
63,pp29,1.0,5.0,63.0,still,183.0,183.0,1.0,1.0,183.0
64,pp29,1.0,5.0,64.0,persist.,232.0,232.0,1.0,1.0,232.0
65,pp29,1.0,5.0,65.0,I,0.0,0.0,0.0,0.0,0.0
66,pp29,1.0,5.0,66.0,will,302.0,302.0,1.0,1.0,302.0
67,pp29,1.0,5.0,67.0,therefore,0.0,0.0,0.0,0.0,0.0
68,pp29,1.0,5.0,68.0,briefly,271.0,271.0,1.0,1.0,271.0
69,pp29,1.0,5.0,69.0,set,144.0,144.0,1.0,1.0,144.0
70,pp29,1.0,5.0,70.0,down,50.0,300.0,1.0,2.0,50.0
71,pp29,1.0,5.0,71.0,the,0.0,0.0,0.0,0.0,0.0
72,pp29,1.0,5.0,72.0,circumstances,187.0,187.0,1.0,1.0,187.0
73,pp29,1.0,5.0,73.0,which,0.0,0.0,0.0,0.0,0.0
74,pp29,1.0,5.0,74.0,led,204.0,204.0,1.0,1.0,204.0
75,pp29,1.0,5.0,75.0,to,0.0,0.0,0.0,0.0,0.0
76,pp29,1.0,5.0,76.0,my,155.0,155.0,1.0,1.0,155.0
77,pp29,1.0,5.0,77.0,being,0.0,0.0,0.0,0.0,0.0
78,pp29,1.0,5.0,78.0,connected,177.0,177.0,1.0,1.0,177.0
79,pp29,1.0,5.0,79.0,with,128.0,128.0,1.0,1.0,128.0
80,pp29,1.0,5.0,80.0,the,0.0,0.0,0.0,0.0,0.0
81,pp29,1.0,5.0,81.0,affair.,233.0,233.0,1.0,1.0,233.0
82,pp29,1.0,6.0,82.0,I,0.0,0.0,0.0,0.0,0.0
83,pp29,1.0,6.0,83.0,had,174.0,420.0,1.0,2.0,174.0
84,pp29,1.0,6.0,84.0,been,0.0,0.0,0.0,0.0,0.0
85,pp29,1.0,6.0,85.0,invalided,141.0,772.0,1.0,3.0,141.0
86,pp29,1.0,6.0,86.0,home,150.0,574.0,1.0,2.0,150.0
87,pp29,1.0,6.0,87.0,from,339.0,527.0,1.0,2.0,339.0
88,pp29,1.0,6.0,88.0,the,0.0,0.0,0.0,0.0,0.0
89,pp29,1.0,6.0,89.0,Front;,282.0,282.0,1.0,1.0,282.0
90,pp29,1.0,6.0,90.0,"and,",238.0,238.0,1.0,1.0,238.0
91,pp29,1.0,6.0,91.0,after,0.0,0.0,0.0,0.0,0.0
92,pp29,1.0,6.0,92.0,spending,141.0,214.0,2.0,2.0,479.0
93,pp29,1.0,6.0,93.0,some,0.0,0.0,0.0,0.0,0.0
94,pp29,1.0,6.0,94.0,months,253.0,253.0,1.0,1.0,253.0
95,pp29,1.0,6.0,95.0,in,177.0,205.0,1.0,2.0,177.0
96,pp29,1.0,6.0,96.0,a,0.0,0.0,0.0,0.0,0.0
97,pp29,1.0,6.0,97.0,rather,147.0,147.0,1.0,1.0,147.0
98,pp29,1.0,6.0,98.0,depressing,200.0,200.0,1.0,1.0,200.0
99,pp29,1.0,6.0,99.0,Convalescent,198.0,559.0,3.0,3.0,581.0
100,pp29,1.0,6.0,100.0,"Home,",300.0,300.0,1.0,1.0,300.0
101,pp29,1.0,6.0,101.0,was,0.0,0.0,0.0,0.0,0.0
102,pp29,1.0,6.0,102.0,given,231.0,231.0,1.0,1.0,231.0
103,pp29,1.0,6.0,103.0,a,0.0,0.0,0.0,0.0,0.0
104,pp29,1.0,6.0,104.0,month's,277.0,461.0,2.0,2.0,473.0
105,pp29,1.0,6.0,105.0,sick,0.0,0.0,0.0,0.0,0.0
106,pp29,1.0,6.0,106.0,leave.,89.0,89.0,1.0,1.0,89.0
107,pp29,1.0,6.0,107.0,Having,100.0,100.0,1.0,1.0,100.0
108,pp29,1.0,6.0,108.0,no,0.0,0.0,0.0,0.0,0.0
109,pp29,1.0,6.0,109.0,near,0.0,0.0,0.0,0.0,0.0
110,pp29,1.0,6.0,110.0,relations,224.0,224.0,1.0,1.0,224.0
111,pp29,1.0,6.0,111.0,or,260.0,260.0,1.0,1.0,260.0
112,pp29,1.0,6.0,112.0,"friends,",0.0,0.0,0.0,0.0,0.0
113,pp29,1.0,6.0,113.0,I,0.0,0.0,0.0,0.0,0.0
114,pp29,1.0,6.0,114.0,was,237.0,237.0,1.0,1.0,237.0
115,pp29,1.0,6.0,115.0,trying,0.0,0.0,0.0,0.0,0.0
116,pp29,1.0,6.0,116.0,to,0.0,0.0,0.0,0.0,0.0
117,pp29,1.0,6.0,117.0,make,190.0,190.0,1.0,1.0,190.0
118,pp29,1.0,6.0,118.0,up,0.0,0.0,0.0,0.0,0.0
119,pp29,1.0,6.0,119.0,my,144.0,144.0,1.0,1.0,144.0
120,pp29,1.0,6.0,120.0,mind,231.0,231.0,1.0,1.0,231.0
121,pp29,1.0,6.0,121.0,what,0.0,0.0,0.0,0.0,0.0
122,pp29,1.0,6.0,122.0,to,0.0,0.0,0.0,0.0,0.0
123,pp29,1.0,6.0,123.0,"do,",290.0,290.0,1.0,1.0,290.0
124,pp29,1.0,6.0,124.0,when,0.0,0.0,0.0,0.0,0.0
125,pp29,1.0,6.0,125.0,I,205.0,205.0,1.0,1.0,205.0
126,pp29,1.0,6.0,126.0,ran,37.0,37.0,1.0,1.0,37.0
127,pp29,1.0,6.0,127.0,across,40.0,138.0,2.0,2.0,150.0
128,pp29,1.0,6.0,128.0,John,164.0,164.0,1.0,1.0,164.0
129,pp29,1.0,6.0,129.0,Cavendish.,325.0,1149.0,1.0,4.0,325.0
130,pp29,1.0,6.0,130.0,I,0.0,0.0,0.0,0.0,0.0
131,pp29,1.0,6.0,131.0,had,211.0,211.0,1.0,1.0,211.0
132,pp29,1.0,6.0,132.0,seen,212.0,492.0,1.0,2.0,212.0
133,pp29,1.0,6.0,133.0,very,0.0,0.0,0.0,0.0,0.0
134,pp29,1.0,6.0,134.0,little,155.0,494.0,1.0,2.0,155.0
135,pp29,1.0,6.0,135.0,of,0.0,0.0,0.0,0.0,0.0
136,pp29,1.0,6.0,136.0,him,0.0,0.0,0.0,0.0,0.0
137,pp29,1.0,6.0,137.0,for,0.0,0.0,0.0,0.0,0.0
138,pp29,1.0,6.0,138.0,some,148.0,148.0,1.0,1.0,148.0
139,pp29,1.0,6.0,139.0,years.,146.0,146.0,1.0,1.0,146.0
140,pp29,1.0,6.0,140.0,"Indeed,",278.0,278.0,1.0,1.0,278.0
141,pp29,1.0,6.0,141.0,I,0.0,0.0,0.0,0.0,0.0
142,pp29,1.0,6.0,142.0,had,0.0,0.0,0.0,0.0,0.0
143,pp29,1.0,6.0,143.0,never,197.0,197.0,1.0,1.0,197.0
144,pp29,1.0,6.0,144.0,known,0.0,0.0,0.0,0.0,0.0
145,pp29,1.0,6.0,145.0,him,187.0,187.0,1.0,1.0,187.0
146,pp29,1.0,6.0,146.0,particularly,80.0,80.0,1.0,1.0,80.0
147,pp29,1.0,6.0,147.0,well.,0.0,0.0,0.0,0.0,0.0
148,pp29,1.0,6.0,148.0,He,0.0,0.0,0.0,0.0,0.0
149,pp29,1.0,6.0,149.0,was,232.0,232.0,1.0,1.0,232.0
150,pp29,1.0,6.0,150.0,a,0.0,0.0,0.0,0.0,0.0
151,pp29,1.0,6.0,151.0,good,187.0,187.0,1.0,1.0,187.0
152,pp29,1.0,6.0,152.0,fifteen,196.0,378.0,1.0,2.0,196.0
153,pp29,1.0,6.0,153.0,years,316.0,316.0,1.0,1.0,316.0
154,pp29,1.0,6.0,154.0,my,0.0,0.0,0.0,0.0,0.0
155,pp29,1.0,6.0,155.0,"senior,",291.0,474.0,1.0,2.0,291.0
156,pp29,1.0,6.0,156.0,for,0.0,0.0,0.0,0.0,0.0
157,pp29,1.0,6.0,157.0,one,0.0,0.0,0.0,0.0,0.0
158,pp29,1.0,6.0,158.0,"thing,",289.0,289.0,1.0,1.0,289.0
159,pp29,1.0,6.0,159.0,though,0.0,0.0,0.0,0.0,0.0
160,pp29,1.0,6.0,160.0,he,0.0,0.0,0.0,0.0,0.0
161,pp29,1.0,6.0,161.0,hardly,240.0,240.0,1.0,1.0,240.0
162,pp29,1.0,6.0,162.0,looked,0.0,0.0,0.0,0.0,0.0
163,pp29,1.0,6.0,163.0,his,66.0,66.0,1.0,1.0,66.0
164,pp29,1.0,6.0,164.0,forty-five,0.0,0.0,0.0,0.0,0.0
165,pp29,1.0,6.0,165.0,years.,142.0,142.0,1.0,1.0,142.0
244,pp29,1.0,8.0,244.0,Mrs.,168.0,375.0,1.0,2.0,168.0
245,pp29,1.0,8.0,245.0,"Cavendish,",0.0,0.0,0.0,0.0,0.0
246,pp29,1.0,8.0,246.0,who,101.0,101.0,1.0,1.0,101.0
247,pp29,1.0,8.0,247.0,had,191.0,191.0,1.0,1.0,191.0
248,pp29,1.0,8.0,248.0,married,18.0,57.0,2.0,2.0,99.0
249,pp29,1.0,8.0,249.0,John's,153.0,153.0,1.0,1.0,153.0
250,pp29,1.0,8.0,250.0,father,249.0,249.0,1.0,1.0,249.0
251,pp29,1.0,8.0,251.0,when,0.0,0.0,0.0,0.0,0.0
252,pp29,1.0,8.0,252.0,he,0.0,0.0,0.0,0.0,0.0
253,pp29,1.0,8.0,253.0,was,163.0,519.0,1.0,2.0,163.0
254,pp29,1.0,8.0,254.0,a,157.0,295.0,1.0,2.0,157.0
255,pp29,1.0,8.0,255.0,widower,158.0,307.0,1.0,2.0,158.0
256,pp29,1.0,8.0,256.0,with,401.0,401.0,1.0,1.0,401.0
257,pp29,1.0,8.0,257.0,two,0.0,0.0,0.0,0.0,0.0
258,pp29,1.0,8.0,258.0,"sons,",150.0,150.0,1.0,1.0,150.0
259,pp29,1.0,8.0,259.0,had,179.0,385.0,1.0,2.0,179.0
260,pp29,1.0,8.0,260.0,been,0.0,0.0,0.0,0.0,0.0
261,pp29,1.0,8.0,261.0,a,0.0,0.0,0.0,0.0,0.0
262,pp29,1.0,8.0,262.0,handsome,206.0,206.0,1.0,1.0,206.0
263,pp29,1.0,8.0,263.0,woman,104.0,104.0,1.0,1.0,104.0
264,pp29,1.0,8.0,264.0,of,0.0,0.0,0.0,0.0,0.0
265,pp29,1.0,8.0,265.0,middle-age,156.0,404.0,2.0,2.0,426.0
266,pp29,1.0,8.0,266.0,as,407.0,407.0,1.0,1.0,407.0
267,pp29,1.0,8.0,267.0,I,0.0,0.0,0.0,0.0,0.0
268,pp29,1.0,8.0,268.0,remembered,158.0,158.0,1.0,1.0,158.0
269,pp29,1.0,8.0,269.0,her.,249.0,249.0,1.0,1.0,249.0
270,pp29,1.0,8.0,270.0,She,0.0,0.0,0.0,0.0,0.0
271,pp29,1.0,8.0,271.0,certainly,194.0,194.0,1.0,1.0,194.0
272,pp29,1.0,8.0,272.0,could,272.0,272.0,1.0,1.0,272.0
273,pp29,1.0,8.0,273.0,not,252.0,252.0,1.0,1.0,252.0
274,pp29,1.0,8.0,274.0,be,0.0,0.0,0.0,0.0,0.0
275,pp29,1.0,8.0,275.0,a,0.0,0.0,0.0,0.0,0.0
276,pp29,1.0,8.0,276.0,day,218.0,218.0,1.0,1.0,218.0
277,pp29,1.0,8.0,277.0,less,0.0,0.0,0.0,0.0,0.0
278,pp29,1.0,8.0,278.0,than,138.0,241.0,2.0,2.0,523.0
279,pp29,1.0,8.0,279.0,seventy,258.0,258.0,1.0,1.0,258.0
280,pp29,1.0,8.0,280.0,now.,298.0,298.0,1.0,1.0,298.0
281,pp29,1.0,8.0,281.0,I,0.0,0.0,0.0,0.0,0.0
282,pp29,1.0,8.0,282.0,recalled,241.0,241.0,1.0,1.0,241.0
283,pp29,1.0,8.0,283.0,her,0.0,0.0,0.0,0.0,0.0
284,pp29,1.0,8.0,284.0,as,0.0,0.0,0.0,0.0,0.0
285,pp29,1.0,8.0,285.0,an,269.0,269.0,1.0,1.0,269.0
286,pp29,1.0,8.0,286.0,"energetic,",187.0,369.0,2.0,2.0,383.0
287,pp29,1.0,8.0,287.0,autocratic,180.0,571.0,1.0,2.0,180.0
288,pp29,1.0,8.0,288.0,"personality,",177.0,545.0,1.0,2.0,177.0
289,pp29,1.0,8.0,289.0,somewhat,185.0,185.0,1.0,1.0,185.0
290,pp29,1.0,8.0,290.0,inclined,0.0,0.0,0.0,0.0,0.0
291,pp29,1.0,8.0,291.0,to,241.0,241.0,1.0,1.0,241.0
292,pp29,1.0,8.0,292.0,charitable,301.0,301.0,1.0,1.0,301.0
293,pp29,1.0,8.0,293.0,and,0.0,0.0,0.0,0.0,0.0
294,pp29,1.0,8.0,294.0,social,257.0,257.0,1.0,1.0,257.0
295,pp29,1.0,8.0,295.0,"notoriety,",182.0,256.0,1.0,2.0,182.0
296,pp29,1.0,8.0,296.0,with,229.0,229.0,1.0,1.0,229.0
297,pp29,1.0,8.0,297.0,a,0.0,0.0,0.0,0.0,0.0
298,pp29,1.0,8.0,298.0,fondness,181.0,181.0,1.0,1.0,181.0
299,pp29,1.0,8.0,299.0,for,0.0,0.0,0.0,0.0,0.0
300,pp29,1.0,8.0,300.0,opening,317.0,627.0,1.0,2.0,317.0
301,pp29,1.0,8.0,301.0,bazaars,457.0,768.0,1.0,2.0,457.0
302,pp29,1.0,8.0,302.0,and,0.0,0.0,0.0,0.0,0.0
303,pp29,1.0,8.0,303.0,playing,190.0,190.0,1.0,1.0,190.0
304,pp29,1.0,8.0,304.0,the,0.0,0.0,0.0,0.0,0.0
305,pp29,1.0,8.0,305.0,Lady,0.0,0.0,0.0,0.0,0.0
306,pp29,1.0,8.0,306.0,Bountiful.,266.0,332.0,2.0,2.0,354.0
307,pp29,1.0,8.0,307.0,She,125.0,125.0,1.0,1.0,125.0
308,pp29,1.0,8.0,308.0,was,0.0,0.0,0.0,0.0,0.0
309,pp29,1.0,8.0,309.0,a,0.0,0.0,0.0,0.0,0.0
310,pp29,1.0,8.0,310.0,most,199.0,199.0,1.0,1.0,199.0
311,pp29,1.0,8.0,311.0,generous,240.0,240.0,1.0,1.0,240.0
312,pp29,1.0,8.0,312.0,"woman,",0.0,0.0,0.0,0.0,0.0
313,pp29,1.0,8.0,313.0,and,231.0,231.0,1.0,1.0,231.0
314,pp29,1.0,8.0,314.0,possessed,224.0,448.0,2.0,2.0,470.0
315,pp29,1.0,8.0,315.0,a,0.0,0.0,0.0,0.0,0.0
316,pp29,1.0,8.0,316.0,considerable,271.0,271.0,1.0,1.0,271.0
317,pp29,1.0,8.0,317.0,fortune,195.0,195.0,1.0,1.0,195.0
318,pp29,1.0,8.0,318.0,of,0.0,0.0,0.0,0.0,0.0
319,pp29,1.0,8.0,319.0,her,0.0,0.0,0.0,0.0,0.0
320,pp29,1.0,8.0,320.0,own.,274.0,346.0,2.0,2.0,644.0
321,pp29,1.0,8.0,321.0,Their,37.0,276.0,1.0,3.0,37.0
322,pp29,1.0,8.0,322.0,"country-place,",174.0,1093.0,2.0,5.0,371.0
323,pp29,1.0,8.0,323.0,Styles,263.0,263.0,1.0,1.0,263.0
324,pp29,1.0,8.0,324.0,"Court,",122.0,122.0,1.0,1.0,122.0
325,pp29,1.0,8.0,325.0,had,0.0,0.0,0.0,0.0,0.0
326,pp29,1.0,8.0,326.0,been,69.0,69.0,1.0,1.0,69.0
327,pp29,1.0,8.0,327.0,purchased,202.0,202.0,1.0,1.0,202.0
328,pp29,1.0,8.0,328.0,by,0.0,0.0,0.0,0.0,0.0
329,pp29,1.0,8.0,329.0,Mr.,139.0,139.0,1.0,1.0,139.0
330,pp29,1.0,8.0,330.0,Cavendish,0.0,0.0,0.0,0.0,0.0
331,pp29,1.0,8.0,331.0,early,297.0,297.0,1.0,1.0,297.0
332,pp29,1.0,8.0,332.0,in,0.0,0.0,0.0,0.0,0.0
333,pp29,1.0,8.0,333.0,their,0.0,0.0,0.0,0.0,0.0
334,pp29,1.0,8.0,334.0,married,0.0,0.0,0.0,0.0,0.0
335,pp29,1.0,8.0,335.0,life.,0.0,0.0,0.0,0.0,0.0
336,pp29,1.0,9.0,336.0,He,0.0,0.0,0.0,0.0,0.0
337,pp29,1.0,9.0,337.0,had,193.0,193.0,1.0,1.0,193.0
338,pp29,1.0,9.0,338.0,been,0.0,0.0,0.0,0.0,0.0
339,pp29,1.0,9.0,339.0,completely,100.0,185.0,2.0,2.0,420.0
340,pp29,1.0,9.0,340.0,under,0.0,0.0,0.0,0.0,0.0
341,pp29,1.0,9.0,341.0,his,0.0,0.0,0.0,0.0,0.0
342,pp29,1.0,9.0,342.0,wife's,182.0,182.0,1.0,1.0,182.0
343,pp29,1.0,9.0,343.0,"ascendancy,",213.0,590.0,1.0,3.0,213.0
344,pp29,1.0,9.0,344.0,so,146.0,146.0,1.0,1.0,146.0
345,pp29,1.0,9.0,345.0,much,182.0,182.0,1.0,1.0,182.0
346,pp29,1.0,9.0,346.0,so,154.0,272.0,1.0,2.0,154.0
347,pp29,1.0,9.0,347.0,"that,",402.0,607.0,1.0,2.0,402.0
348,pp29,1.0,9.0,348.0,on,250.0,443.0,1.0,2.0,250.0
349,pp29,1.0,9.0,349.0,"dying,",164.0,361.0,1.0,2.0,164.0
350,pp29,1.0,9.0,350.0,he,0.0,0.0,0.0,0.0,0.0
351,pp29,1.0,9.0,351.0,left,0.0,0.0,0.0,0.0,0.0
352,pp29,1.0,9.0,352.0,the,344.0,344.0,1.0,1.0,344.0
353,pp29,1.0,9.0,353.0,place,0.0,0.0,0.0,0.0,0.0
354,pp29,1.0,9.0,354.0,to,181.0,181.0,1.0,1.0,181.0
355,pp29,1.0,9.0,355.0,her,0.0,0.0,0.0,0.0,0.0
356,pp29,1.0,9.0,356.0,for,210.0,308.0,2.0,2.0,612.0
357,pp29,1.0,9.0,357.0,her,0.0,0.0,0.0,0.0,0.0
358,pp29,1.0,9.0,358.0,"lifetime,",235.0,235.0,1.0,1.0,235.0
359,pp29,1.0,9.0,359.0,as,0.0,0.0,0.0,0.0,0.0
360,pp29,1.0,9.0,360.0,well,264.0,264.0,1.0,1.0,264.0
361,pp29,1.0,9.0,361.0,as,0.0,0.0,0.0,0.0,0.0
362,pp29,1.0,9.0,362.0,the,0.0,0.0,0.0,0.0,0.0
363,pp29,1.0,9.0,363.0,larger,223.0,223.0,1.0,1.0,223.0
364,pp29,1.0,9.0,364.0,part,0.0,0.0,0.0,0.0,0.0
365,pp29,1.0,9.0,365.0,of,136.0,359.0,1.0,2.0,136.0
366,pp29,1.0,9.0,366.0,his,135.0,135.0,1.0,1.0,135.0
367,pp29,1.0,9.0,367.0,income;,220.0,220.0,1.0,1.0,220.0
368,pp29,1.0,9.0,368.0,an,0.0,0.0,0.0,0.0,0.0
369,pp29,1.0,9.0,369.0,arrangement,279.0,279.0,1.0,1.0,279.0
370,pp29,1.0,9.0,370.0,that,179.0,179.0,1.0,1.0,179.0
371,pp29,1.0,9.0,371.0,was,0.0,0.0,0.0,0.0,0.0
372,pp29,1.0,9.0,372.0,distinctly,204.0,204.0,1.0,1.0,204.0
373,pp29,1.0,9.0,373.0,unfair,230.0,230.0,1.0,1.0,230.0
374,pp29,1.0,9.0,374.0,to,345.0,345.0,1.0,1.0,345.0
375,pp29,1.0,9.0,375.0,his,0.0,0.0,0.0,0.0,0.0
376,pp29,1.0,9.0,376.0,two,349.0,349.0,1.0,1.0,349.0
377,pp29,1.0,9.0,377.0,sons.,0.0,0.0,0.0,0.0,0.0
378,pp29,1.0,9.0,378.0,Their,173.0,173.0,1.0,1.0,173.0
379,pp29,1.0,9.0,379.0,"step-mother,",254.0,410.0,1.0,2.0,254.0
380,pp29,1.0,9.0,380.0,"however,",119.0,880.0,2.0,3.0,664.0
381,pp29,1.0,9.0,381.0,had,0.0,0.0,0.0,0.0,0.0
382,pp29,1.0,9.0,382.0,always,222.0,222.0,1.0,1.0,222.0
383,pp29,1.0,9.0,383.0,been,0.0,0.0,0.0,0.0,0.0
384,pp29,1.0,9.0,384.0,most,194.0,337.0,2.0,2.0,350.0
385,pp29,1.0,9.0,385.0,generous,223.0,223.0,1.0,1.0,223.0
386,pp29,1.0,9.0,386.0,to,0.0,0.0,0.0,0.0,0.0
387,pp29,1.0,9.0,387.0,them;,233.0,233.0,1.0,1.0,233.0
388,pp29,1.0,9.0,388.0,"indeed,",197.0,197.0,1.0,1.0,197.0
389,pp29,1.0,9.0,389.0,they,0.0,0.0,0.0,0.0,0.0
390,pp29,1.0,9.0,390.0,were,261.0,261.0,1.0,1.0,261.0
391,pp29,1.0,9.0,391.0,so,220.0,220.0,1.0,1.0,220.0
392,pp29,1.0,9.0,392.0,young,0.0,0.0,0.0,0.0,0.0
393,pp29,1.0,9.0,393.0,at,0.0,0.0,0.0,0.0,0.0
394,pp29,1.0,9.0,394.0,the,0.0,0.0,0.0,0.0,0.0
395,pp29,1.0,9.0,395.0,time,0.0,0.0,0.0,0.0,0.0
396,pp29,1.0,9.0,396.0,of,0.0,0.0,0.0,0.0,0.0
397,pp29,1.0,9.0,397.0,their,318.0,318.0,1.0,1.0,318.0
398,pp29,1.0,9.0,398.0,father's,259.0,259.0,1.0,1.0,259.0
399,pp29,1.0,9.0,399.0,remarriage,255.0,255.0,1.0,1.0,255.0
400,pp29,1.0,9.0,400.0,that,0.0,0.0,0.0,0.0,0.0
401,pp29,1.0,9.0,401.0,they,295.0,295.0,1.0,1.0,295.0
402,pp29,1.0,9.0,402.0,always,0.0,0.0,0.0,0.0,0.0
403,pp29,1.0,9.0,403.0,thought,197.0,439.0,1.0,2.0,197.0
404,pp29,1.0,9.0,404.0,of,0.0,0.0,0.0,0.0,0.0
405,pp29,1.0,9.0,405.0,her,139.0,139.0,1.0,1.0,139.0
406,pp29,1.0,9.0,406.0,as,336.0,336.0,1.0,1.0,336.0
407,pp29,1.0,9.0,407.0,their,148.0,148.0,1.0,1.0,148.0
408,pp29,1.0,9.0,408.0,own,0.0,0.0,0.0,0.0,0.0
409,pp29,1.0,9.0,409.0,mother.,190.0,394.0,1.0,2.0,190.0
410,pp29,1.0,9.0,410.0,"Lawrence,",382.0,522.0,1.0,2.0,382.0
411,pp29,1.0,9.0,411.0,the,0.0,0.0,0.0,0.0,0.0
412,pp29,1.0,9.0,412.0,"younger,",0.0,0.0,0.0,0.0,0.0
413,pp29,1.0,9.0,413.0,had,0.0,0.0,0.0,0.0,0.0
414,pp29,1.0,9.0,414.0,been,204.0,361.0,2.0,2.0,379.0
415,pp29,1.0,9.0,415.0,a,0.0,0.0,0.0,0.0,0.0
416,pp29,1.0,9.0,416.0,delicate,0.0,0.0,0.0,0.0,0.0
